,Fecha, Dólar Blue 
2909,2014-09-02 00:00:00,"14,22"
2908,2014-09-03 00:00:00,"14,23"
2907,2014-09-04 00:00:00,"14,00"
2906,2014-09-05 00:00:00,"14,03"
2905,2014-09-08 00:00:00,"14,22"
2904,2014-09-09 00:00:00,"14,22"
2903,2014-09-10 00:00:00,"14,29"
2902,2014-09-11 00:00:00,"14,29"
2901,2014-09-12 00:00:00,"14,38"
2900,2014-09-15 00:00:00,"14,45"
2899,2014-09-16 00:00:00,"14,70"
2898,2014-09-17 00:00:00,"15,07"
2897,2014-09-18 00:00:00,"15,00"
2896,2014-09-19 00:00:00,"14,97"
2895,2014-09-22 00:00:00,"15,12"
2894,2014-09-23 00:00:00,"15,43"
2893,2014-09-24 00:00:00,"15,93"
2892,2014-09-25 00:00:00,"15,72"
2891,2014-09-26 00:00:00,"15,72"
2890,2014-09-29 00:00:00,"15,57"
2889,2014-09-30 00:00:00,"15,70"
2888,2014-10-01 00:00:00,"15,62"
2887,2014-10-02 00:00:00,"15,47"
2886,2014-10-03 00:00:00,"15,28"
2885,2014-10-06 00:00:00,"14,90"
2884,2014-10-07 00:00:00,"14,68"
2883,2014-10-08 00:00:00,"14,62"
2882,2014-10-09 00:00:00,"14,80"
2881,2014-10-10 00:00:00,"14,93"
2880,2014-10-14 00:00:00,"14,75"
2879,2014-10-15 00:00:00,"14,71"
2878,2014-10-16 00:00:00,"14,62"
2877,2014-10-17 00:00:00,"14,68"
2876,2014-10-20 00:00:00,"14,66"
2875,2014-10-21 00:00:00,"14,68"
2874,2014-10-22 00:00:00,"14,66"
2873,2014-10-23 00:00:00,"14,68"
2872,2014-10-24 00:00:00,"14,62"
2871,2014-10-27 00:00:00,"14,66"
2870,2014-10-28 00:00:00,"14,59"
2869,2014-10-29 00:00:00,"14,50"
2868,2014-10-30 00:00:00,"14,30"
2867,2014-10-31 00:00:00,"14,25"
2866,2014-11-03 00:00:00,"13,88"
2865,2014-11-04 00:00:00,"13,57"
2864,2014-11-05 00:00:00,"13,47"
2863,2014-11-06 00:00:00,"13,47"
2862,2014-11-07 00:00:00,"13,07"
2861,2014-11-10 00:00:00,"12,62"
2860,2014-11-11 00:00:00,"13,12"
2859,2014-11-12 00:00:00,"13,71"
2858,2014-11-13 00:00:00,"13,38"
2857,2014-11-14 00:00:00,"13,36"
2856,2014-11-17 00:00:00,"13,46"
2855,2014-11-18 00:00:00,"13,53"
2854,2014-11-19 00:00:00,"13,53"
2853,2014-11-20 00:00:00,"13,47"
2852,2014-11-21 00:00:00,"13,36"
2851,2014-11-25 00:00:00,"13,32"
2850,2014-11-26 00:00:00,"13,28"
2849,2014-11-27 00:00:00,"13,18"
2848,2014-11-28 00:00:00,"13,07"
2847,2014-12-01 00:00:00,"12,82"
2846,2014-12-02 00:00:00,"12,97"
2845,2014-12-03 00:00:00,"13,03"
2844,2014-12-04 00:00:00,"12,89"
2843,2014-12-05 00:00:00,"12,75"
2842,2014-12-09 00:00:00,"12,78"
2841,2014-12-10 00:00:00,"12,75"
2840,2014-12-11 00:00:00,"12,68"
2839,2014-12-12 00:00:00,"12,82"
2838,2014-12-15 00:00:00,"13,14"
2837,2014-12-16 00:00:00,"13,12"
2836,2014-12-17 00:00:00,"13,07"
2835,2014-12-18 00:00:00,"13,12"
2834,2014-12-19 00:00:00,"13,07"
2833,2014-12-22 00:00:00,"13,16"
2832,2014-12-23 00:00:00,"13,36"
2831,2014-12-29 00:00:00,"13,71"
2830,2014-12-30 00:00:00,"14,03"
5023,2015-01-02 00:00:00,"13,97"
5022,2015-01-05 00:00:00,"13,72"
5021,2015-01-06 00:00:00,"13,75"
5020,2015-01-07 00:00:00,"13,82"
5019,2015-01-08 00:00:00,"13,75"
5018,2015-01-09 00:00:00,"13,75"
5017,2015-01-12 00:00:00,"13,68"
5016,2015-01-13 00:00:00,"13,57"
5015,2015-01-14 00:00:00,"13,59"
5014,2015-01-15 00:00:00,"13,59"
5013,2015-01-16 00:00:00,"13,56"
5012,2015-01-19 00:00:00,"13,68"
5011,2015-01-20 00:00:00,"13,62"
5010,2015-01-21 00:00:00,"13,62"
5009,2015-01-22 00:00:00,"13,68"
5008,2015-01-23 00:00:00,"13,64"
5007,2015-01-26 00:00:00,"13,63"
5006,2015-01-27 00:00:00,"13,62"
5005,2015-01-28 00:00:00,"13,72"
5004,2015-01-29 00:00:00,"13,57"
5003,2015-01-30 00:00:00,"13,57"
5002,2015-02-02 00:00:00,"13,36"
5001,2015-02-03 00:00:00,"13,29"
5000,2015-02-04 00:00:00,"13,28"
4999,2015-02-05 00:00:00,"13,22"
4998,2015-02-06 00:00:00,"13,18"
4997,2015-02-09 00:00:00,"13,16"
4996,2015-02-10 00:00:00,"13,16"
4995,2015-02-11 00:00:00,"13,12"
4994,2015-02-12 00:00:00,"13,09"
4993,2015-02-13 00:00:00,"13,16"
4992,2015-02-18 00:00:00,"12,97"
4991,2015-02-19 00:00:00,"12,82"
4990,2015-02-20 00:00:00,"13,04"
4989,2015-02-23 00:00:00,"13,12"
4988,2015-02-24 00:00:00,"13,12"
4987,2015-02-25 00:00:00,"13,16"
4986,2015-02-26 00:00:00,"13,09"
4985,2015-02-27 00:00:00,"13,00"
4984,2015-03-02 00:00:00,"12,98"
4983,2015-03-03 00:00:00,"12,91"
4982,2015-03-04 00:00:00,"12,91"
4981,2015-03-05 00:00:00,"12,82"
4980,2015-03-06 00:00:00,"12,79"
4979,2015-03-09 00:00:00,"12,73"
4978,2015-03-10 00:00:00,"12,73"
4977,2015-03-11 00:00:00,"12,79"
4976,2015-03-12 00:00:00,"12,89"
4975,2015-03-13 00:00:00,"12,94"
4974,2015-03-16 00:00:00,"12,87"
4973,2015-03-17 00:00:00,"12,86"
4972,2015-03-18 00:00:00,"12,94"
4971,2015-03-19 00:00:00,"12,84"
4970,2015-03-20 00:00:00,"12,79"
4969,2015-03-25 00:00:00,"12,79"
4968,2015-03-26 00:00:00,"12,77"
4967,2015-03-27 00:00:00,"12,75"
4966,2015-03-30 00:00:00,"12,59"
4965,2015-03-31 00:00:00,"12,59"
4964,2015-04-01 00:00:00,"12,53"
4963,2015-04-06 00:00:00,"12,46"
4962,2015-04-07 00:00:00,"12,36"
4961,2015-04-08 00:00:00,"12,43"
4960,2015-04-09 00:00:00,"12,37"
4959,2015-04-10 00:00:00,"12,38"
4958,2015-04-13 00:00:00,"12,39"
4957,2015-04-14 00:00:00,"12,50"
4956,2015-04-15 00:00:00,"12,78"
4955,2015-04-16 00:00:00,"12,70"
4954,2015-04-17 00:00:00,"12,69"
4953,2015-04-20 00:00:00,"12,66"
4952,2015-04-21 00:00:00,"12,69"
4951,2015-04-22 00:00:00,"12,77"
4950,2015-04-23 00:00:00,"12,81"
4949,2015-04-24 00:00:00,"12,78"
4948,2015-04-27 00:00:00,"12,68"
4947,2015-04-28 00:00:00,"12,71"
4946,2015-04-29 00:00:00,"12,71"
4945,2015-04-30 00:00:00,"12,68"
4944,2015-05-04 00:00:00,"12,59"
4943,2015-05-05 00:00:00,"12,55"
4942,2015-05-06 00:00:00,"12,57"
4941,2015-05-07 00:00:00,"12,56"
4940,2015-05-08 00:00:00,"12,54"
4939,2015-05-11 00:00:00,"12,50"
4938,2015-05-12 00:00:00,"12,50"
4937,2015-05-13 00:00:00,"12,56"
4936,2015-05-14 00:00:00,"12,59"
4935,2015-05-15 00:00:00,"12,62"
4934,2015-05-18 00:00:00,"12,63"
4933,2015-05-19 00:00:00,"12,68"
4932,2015-05-20 00:00:00,"12,62"
4931,2015-05-21 00:00:00,"12,62"
4930,2015-05-22 00:00:00,"12,62"
4929,2015-05-26 00:00:00,"12,70"
4928,2015-05-27 00:00:00,"12,70"
4927,2015-05-28 00:00:00,"12,68"
4926,2015-05-29 00:00:00,"12,62"
4925,2015-06-01 00:00:00,"12,61"
4924,2015-06-02 00:00:00,"12,62"
4923,2015-06-03 00:00:00,"12,63"
4922,2015-06-04 00:00:00,"12,62"
4921,2015-06-05 00:00:00,"12,62"
4920,2015-06-08 00:00:00,"12,59"
4919,2015-06-09 00:00:00,"12,59"
4918,2015-06-10 00:00:00,"12,59"
4917,2015-06-11 00:00:00,"12,64"
4916,2015-06-12 00:00:00,"12,66"
4915,2015-06-15 00:00:00,"12,66"
4914,2015-06-16 00:00:00,"12,82"
4913,2015-06-17 00:00:00,"12,91"
4912,2015-06-18 00:00:00,"13,05"
4911,2015-06-19 00:00:00,"13,00"
4910,2015-06-22 00:00:00,"13,03"
4909,2015-06-23 00:00:00,"13,32"
4908,2015-06-24 00:00:00,"13,62"
4907,2015-06-25 00:00:00,"13,50"
4906,2015-06-26 00:00:00,"13,25"
4905,2015-06-29 00:00:00,"13,27"
4904,2015-06-30 00:00:00,"13,38"
4903,2015-07-01 00:00:00,"13,59"
4902,2015-07-02 00:00:00,"13,59"
4901,2015-07-03 00:00:00,"13,46"
4900,2015-07-06 00:00:00,"13,41"
4899,2015-07-07 00:00:00,"13,56"
4898,2015-07-08 00:00:00,"13,57"
4897,2015-07-10 00:00:00,"13,59"
4896,2015-07-13 00:00:00,"13,82"
4895,2015-07-14 00:00:00,"13,97"
4894,2015-07-15 00:00:00,"13,91"
4893,2015-07-16 00:00:00,"14,09"
4892,2015-07-17 00:00:00,"14,20"
4891,2015-07-20 00:00:00,"14,53"
4890,2015-07-21 00:00:00,"15,06"
4889,2015-07-22 00:00:00,"14,87"
4888,2015-07-23 00:00:00,"14,62"
4887,2015-07-24 00:00:00,"14,46"
4886,2015-07-27 00:00:00,"14,62"
4885,2015-07-28 00:00:00,"14,95"
4884,2015-07-29 00:00:00,"14,91"
4883,2015-07-30 00:00:00,"14,88"
4882,2015-07-31 00:00:00,"14,91"
4881,2015-08-03 00:00:00,"14,87"
4880,2015-08-04 00:00:00,"14,88"
4879,2015-08-05 00:00:00,"14,93"
4878,2015-08-06 00:00:00,"14,96"
4877,2015-08-07 00:00:00,"14,89"
4876,2015-08-10 00:00:00,"14,79"
4875,2015-08-11 00:00:00,"14,80"
4874,2015-08-12 00:00:00,"14,87"
4873,2015-08-13 00:00:00,"14,95"
4872,2015-08-14 00:00:00,"15,07"
4871,2015-08-18 00:00:00,"15,03"
4870,2015-08-19 00:00:00,"15,12"
4869,2015-08-20 00:00:00,"15,32"
4868,2015-08-21 00:00:00,"15,53"
4867,2015-08-24 00:00:00,"15,81"
4866,2015-08-25 00:00:00,"15,95"
4865,2015-08-26 00:00:00,"15,89"
4864,2015-08-27 00:00:00,"15,64"
4863,2015-08-28 00:00:00,"15,50"
4862,2015-08-31 00:00:00,"15,45"
4861,2015-09-01 00:00:00,"15,48"
4860,2015-09-02 00:00:00,"15,59"
4859,2015-09-03 00:00:00,"15,63"
4858,2015-09-04 00:00:00,"15,46"
4857,2015-09-07 00:00:00,"15,43"
4856,2015-09-08 00:00:00,"15,48"
4855,2015-09-09 00:00:00,"15,53"
4854,2015-09-10 00:00:00,"15,52"
4853,2015-09-11 00:00:00,"15,50"
4852,2015-09-14 00:00:00,"15,59"
4851,2015-09-15 00:00:00,"15,66"
4850,2015-09-16 00:00:00,"15,82"
4849,2015-09-17 00:00:00,"15,88"
4848,2015-09-18 00:00:00,"15,84"
4847,2015-09-21 00:00:00,"15,88"
4846,2015-09-22 00:00:00,"15,91"
4845,2015-09-23 00:00:00,"15,91"
4844,2015-09-24 00:00:00,"15,99"
4843,2015-09-25 00:00:00,"16,04"
4842,2015-09-28 00:00:00,"15,99"
4841,2015-09-29 00:00:00,"15,97"
4840,2015-09-30 00:00:00,"15,96"
4839,2015-10-01 00:00:00,"15,86"
4838,2015-10-02 00:00:00,"15,87"
4837,2015-10-05 00:00:00,"15,78"
4836,2015-10-06 00:00:00,"15,71"
4835,2015-10-07 00:00:00,"15,72"
4834,2015-10-08 00:00:00,"15,75"
4833,2015-10-09 00:00:00,"15,80"
4832,2015-10-13 00:00:00,"15,80"
4831,2015-10-14 00:00:00,"15,79"
4830,2015-10-15 00:00:00,"15,80"
4829,2015-10-16 00:00:00,"15,91"
4828,2015-10-19 00:00:00,"16,09"
4827,2015-10-20 00:00:00,"16,01"
4826,2015-10-21 00:00:00,"15,86"
4825,2015-10-22 00:00:00,"16,01"
4824,2015-10-23 00:00:00,"16,04"
4823,2015-10-26 00:00:00,"15,79"
4822,2015-10-27 00:00:00,"15,82"
4821,2015-10-28 00:00:00,"15,88"
4820,2015-10-29 00:00:00,"15,75"
4819,2015-10-30 00:00:00,"15,72"
4818,2015-11-02 00:00:00,"15,61"
4817,2015-11-03 00:00:00,"15,48"
4816,2015-11-04 00:00:00,"15,44"
4815,2015-11-05 00:00:00,"15,12"
4814,2015-11-06 00:00:00,"15,12"
4813,2015-11-09 00:00:00,"14,43"
4812,2015-11-10 00:00:00,"14,68"
4811,2015-11-11 00:00:00,"15,30"
4810,2015-11-12 00:00:00,"15,25"
4809,2015-11-13 00:00:00,"15,03"
4808,2015-11-16 00:00:00,"15,07"
4807,2015-11-17 00:00:00,"15,32"
4806,2015-11-18 00:00:00,"15,38"
4805,2015-11-19 00:00:00,"15,18"
4804,2015-11-20 00:00:00,"15,04"
4803,2015-11-23 00:00:00,"15,16"
4802,2015-11-24 00:00:00,"15,21"
4801,2015-11-25 00:00:00,"15,09"
4800,2015-11-26 00:00:00,"14,94"
4799,2015-11-30 00:00:00,"14,71"
4798,2015-12-01 00:00:00,"14,46"
4797,2015-12-02 00:00:00,"14,78"
4796,2015-12-03 00:00:00,"14,71"
4795,2015-12-04 00:00:00,"14,79"
4794,2015-12-09 00:00:00,"14,71"
4793,2015-12-10 00:00:00,"14,75"
4792,2015-12-11 00:00:00,"14,84"
4791,2015-12-14 00:00:00,"14,66"
4790,2015-12-15 00:00:00,"14,52"
4789,2015-12-16 00:00:00,"14,54"
4788,2015-12-17 00:00:00,"14,34"
4787,2015-12-18 00:00:00,"14,18"
4786,2015-12-21 00:00:00,"13,88"
4785,2015-12-22 00:00:00,"13,89"
4784,2015-12-23 00:00:00,"14,07"
4783,2015-12-24 00:00:00,"14,07"
4782,2015-12-28 00:00:00,"14,29"
4781,2015-12-29 00:00:00,"14,38"
4780,2015-12-30 00:00:00,"14,29"
4779,2016-01-04 00:00:00,"14,14"
4778,2016-01-05 00:00:00,"14,27"
4777,2016-01-06 00:00:00,"14,41"
4776,2016-01-07 00:00:00,"14,41"
4775,2016-01-08 00:00:00,"14,43"
4774,2016-01-11 00:00:00,"14,41"
4773,2016-01-12 00:00:00,"14,36"
4772,2016-01-13 00:00:00,"14,38"
4771,2016-01-14 00:00:00,"14,38"
4770,2016-01-15 00:00:00,"14,36"
4769,2016-01-18 00:00:00,"14,34"
4768,2016-01-19 00:00:00,"14,35"
4767,2016-01-20 00:00:00,"14,32"
4766,2016-01-21 00:00:00,"14,34"
4765,2016-01-22 00:00:00,"14,32"
4764,2016-01-25 00:00:00,"14,32"
4763,2016-01-26 00:00:00,"14,34"
4762,2016-01-27 00:00:00,"14,34"
4761,2016-01-28 00:00:00,"14,27"
4760,2016-01-29 00:00:00,"14,25"
4759,2016-02-01 00:00:00,"14,27"
4758,2016-02-02 00:00:00,"14,14"
4757,2016-02-03 00:00:00,"14,25"
4756,2016-02-04 00:00:00,"14,23"
4755,2016-02-05 00:00:00,"14,23"
4754,2016-02-10 00:00:00,"14,22"
4753,2016-02-11 00:00:00,"14,47"
4752,2016-02-12 00:00:00,"14,93"
4751,2016-02-15 00:00:00,"14,97"
4750,2016-02-16 00:00:00,"15,05"
4749,2016-02-17 00:00:00,"15,29"
4748,2016-02-18 00:00:00,"15,32"
4747,2016-02-19 00:00:00,"15,30"
4746,2016-02-22 00:00:00,"15,39"
4745,2016-02-23 00:00:00,"15,41"
4744,2016-02-24 00:00:00,"15,55"
4743,2016-02-25 00:00:00,"15,63"
4742,2016-02-26 00:00:00,"15,62"
4741,2016-02-29 00:00:00,"15,59"
4740,2016-03-01 00:00:00,"15,84"
4739,2016-03-02 00:00:00,"15,88"
4738,2016-03-03 00:00:00,"15,69"
4737,2016-03-04 00:00:00,"15,70"
4736,2016-03-07 00:00:00,"15,71"
4735,2016-03-08 00:00:00,"15,71"
4734,2016-03-09 00:00:00,"15,70"
4733,2016-03-10 00:00:00,"15,69"
4732,2016-03-11 00:00:00,"15,57"
4731,2016-03-14 00:00:00,"15,59"
4730,2016-03-15 00:00:00,"15,32"
4729,2016-03-16 00:00:00,"15,39"
4728,2016-03-17 00:00:00,"15,55"
4727,2016-03-18 00:00:00,"15,54"
4726,2016-03-21 00:00:00,"15,37"
4725,2016-03-22 00:00:00,"15,31"
4724,2016-03-23 00:00:00,"15,28"
4723,2016-03-28 00:00:00,"15,41"
4722,2016-03-29 00:00:00,"15,37"
4721,2016-03-30 00:00:00,"15,28"
4720,2016-03-31 00:00:00,"15,23"
4719,2016-04-01 00:00:00,"15,19"
4718,2016-04-04 00:00:00,"15,16"
4717,2016-04-05 00:00:00,"15,07"
4716,2016-04-06 00:00:00,"14,96"
4715,2016-04-07 00:00:00,"14,93"
4714,2016-04-08 00:00:00,"14,88"
4713,2016-04-11 00:00:00,"14,94"
4712,2016-04-12 00:00:00,"14,98"
4711,2016-04-13 00:00:00,"14,89"
4710,2016-04-14 00:00:00,"14,96"
4709,2016-04-15 00:00:00,"14,91"
4708,2016-04-18 00:00:00,"14,79"
4707,2016-04-19 00:00:00,"14,71"
4706,2016-04-20 00:00:00,"14,66"
4705,2016-04-21 00:00:00,"14,78"
4704,2016-04-22 00:00:00,"14,86"
4703,2016-04-25 00:00:00,"14,82"
4702,2016-04-26 00:00:00,"14,77"
4701,2016-04-27 00:00:00,"14,71"
4700,2016-04-28 00:00:00,"14,69"
4699,2016-04-29 00:00:00,"14,63"
4698,2016-05-02 00:00:00,"14,64"
4697,2016-05-03 00:00:00,"14,63"
4696,2016-05-04 00:00:00,"14,64"
4695,2016-05-05 00:00:00,"14,55"
4694,2016-05-06 00:00:00,"14,52"
4693,2016-05-09 00:00:00,"14,52"
4692,2016-05-10 00:00:00,"14,50"
4691,2016-05-11 00:00:00,"14,57"
4690,2016-05-12 00:00:00,"14,68"
4689,2016-05-13 00:00:00,"14,61"
4688,2016-05-16 00:00:00,"14,66"
4687,2016-05-17 00:00:00,"14,63"
4686,2016-05-18 00:00:00,"14,69"
4685,2016-05-19 00:00:00,"14,66"
4684,2016-05-20 00:00:00,"14,64"
4683,2016-05-23 00:00:00,"14,64"
4682,2016-05-24 00:00:00,"14,63"
4681,2016-05-26 00:00:00,"14,64"
4680,2016-05-27 00:00:00,"14,66"
4679,2016-05-30 00:00:00,"14,62"
4678,2016-05-31 00:00:00,"14,48"
4677,2016-06-01 00:00:00,"14,41"
4676,2016-06-02 00:00:00,"14,34"
4675,2016-06-03 00:00:00,"14,25"
4674,2016-06-06 00:00:00,"14,13"
4673,2016-06-07 00:00:00,"14,16"
4672,2016-06-08 00:00:00,"14,21"
4671,2016-06-09 00:00:00,"14,29"
4670,2016-06-10 00:00:00,"14,29"
4669,2016-06-13 00:00:00,"14,38"
4668,2016-06-14 00:00:00,"14,38"
4667,2016-06-15 00:00:00,"14,44"
4666,2016-06-16 00:00:00,"14,39"
4665,2016-06-21 00:00:00,"14,44"
4664,2016-06-22 00:00:00,"14,54"
4663,2016-06-23 00:00:00,"14,72"
4662,2016-06-24 00:00:00,"15,00"
4661,2016-06-27 00:00:00,"15,29"
4660,2016-06-28 00:00:00,"15,00"
4659,2016-06-29 00:00:00,"14,89"
4658,2016-06-30 00:00:00,"14,91"
4657,2016-07-01 00:00:00,"15,00"
4656,2016-07-04 00:00:00,"14,93"
4655,2016-07-05 00:00:00,"14,97"
4654,2016-07-06 00:00:00,"14,88"
4653,2016-07-07 00:00:00,"14,88"
4652,2016-07-11 00:00:00,"15,00"
4651,2016-07-12 00:00:00,"15,06"
4650,2016-07-13 00:00:00,"15,04"
4649,2016-07-14 00:00:00,"15,09"
4648,2016-07-15 00:00:00,"15,23"
4647,2016-07-18 00:00:00,"15,37"
4646,2016-07-19 00:00:00,"15,21"
4645,2016-07-20 00:00:00,"15,34"
4644,2016-07-21 00:00:00,"15,30"
4643,2016-07-22 00:00:00,"15,41"
4642,2016-07-25 00:00:00,"15,54"
4641,2016-07-26 00:00:00,"15,50"
4640,2016-07-27 00:00:00,"15,53"
4639,2016-07-28 00:00:00,"15,50"
4638,2016-07-29 00:00:00,"15,45"
4637,2016-08-01 00:00:00,"15,46"
4636,2016-08-02 00:00:00,"15,31"
4635,2016-08-03 00:00:00,"15,29"
4634,2016-08-04 00:00:00,"15,30"
4633,2016-08-05 00:00:00,"15,21"
4632,2016-08-08 00:00:00,"15,30"
4631,2016-08-09 00:00:00,"15,32"
4630,2016-08-10 00:00:00,"15,29"
4629,2016-08-11 00:00:00,"15,28"
4628,2016-08-12 00:00:00,"15,31"
4627,2016-08-16 00:00:00,"15,34"
4626,2016-08-17 00:00:00,"15,41"
4625,2016-08-18 00:00:00,"15,41"
4624,2016-08-19 00:00:00,"15,39"
4623,2016-08-22 00:00:00,"15,44"
4622,2016-08-23 00:00:00,"15,47"
4621,2016-08-24 00:00:00,"15,48"
4620,2016-08-25 00:00:00,"15,46"
4619,2016-08-26 00:00:00,"15,46"
4618,2016-08-29 00:00:00,"15,48"
4617,2016-08-30 00:00:00,"15,46"
4616,2016-08-31 00:00:00,"15,38"
4615,2016-09-01 00:00:00,"15,25"
4614,2016-09-02 00:00:00,"15,37"
4613,2016-09-05 00:00:00,"15,36"
4612,2016-09-06 00:00:00,"15,34"
4611,2016-09-07 00:00:00,"15,28"
4610,2016-09-08 00:00:00,"15,25"
4609,2016-09-09 00:00:00,"15,30"
4608,2016-09-12 00:00:00,"15,38"
4607,2016-09-13 00:00:00,"15,34"
4606,2016-09-14 00:00:00,"15,38"
4605,2016-09-15 00:00:00,"15,39"
4604,2016-09-16 00:00:00,"15,47"
4603,2016-09-19 00:00:00,"15,57"
4602,2016-09-20 00:00:00,"15,73"
4601,2016-09-21 00:00:00,"15,66"
4600,2016-09-22 00:00:00,"15,68"
4599,2016-09-23 00:00:00,"15,70"
4598,2016-09-26 00:00:00,"15,78"
4597,2016-09-27 00:00:00,"15,75"
4596,2016-09-28 00:00:00,"15,73"
4595,2016-09-29 00:00:00,"15,71"
4594,2016-09-30 00:00:00,"15,69"
4593,2016-10-03 00:00:00,"15,62"
4592,2016-10-04 00:00:00,"15,54"
4591,2016-10-05 00:00:00,"15,57"
4590,2016-10-06 00:00:00,"15,54"
4589,2016-10-07 00:00:00,"15,53"
4588,2016-10-11 00:00:00,"15,56"
4587,2016-10-12 00:00:00,"15,50"
4586,2016-10-13 00:00:00,"15,53"
4585,2016-10-14 00:00:00,"15,57"
4584,2016-10-17 00:00:00,"15,64"
4583,2016-10-18 00:00:00,"15,62"
4582,2016-10-19 00:00:00,"15,61"
4581,2016-10-20 00:00:00,"15,55"
4580,2016-10-21 00:00:00,"15,54"
4579,2016-10-24 00:00:00,"15,59"
4578,2016-10-25 00:00:00,"15,59"
4577,2016-10-26 00:00:00,"15,55"
4576,2016-10-27 00:00:00,"15,47"
4575,2016-10-28 00:00:00,"15,54"
4574,2016-10-31 00:00:00,"15,54"
4573,2016-11-01 00:00:00,"15,41"
4572,2016-11-02 00:00:00,"15,38"
4571,2016-11-03 00:00:00,"15,34"
4570,2016-11-04 00:00:00,"15,39"
4569,2016-11-07 00:00:00,"15,45"
4568,2016-11-08 00:00:00,"15,39"
4567,2016-11-09 00:00:00,"15,36"
4566,2016-11-10 00:00:00,"15,32"
4565,2016-11-11 00:00:00,"15,45"
4564,2016-11-14 00:00:00,"15,75"
4563,2016-11-15 00:00:00,"15,63"
4562,2016-11-16 00:00:00,"15,62"
4561,2016-11-17 00:00:00,"15,66"
4560,2016-11-18 00:00:00,"15,82"
4559,2016-11-21 00:00:00,"15,79"
4558,2016-11-22 00:00:00,"15,79"
4557,2016-11-23 00:00:00,"15,93"
4556,2016-11-24 00:00:00,"16,01"
4555,2016-11-25 00:00:00,"16,06"
4554,2016-11-29 00:00:00,"16,08"
4553,2016-11-30 00:00:00,"16,12"
4552,2016-12-01 00:00:00,"16,23"
4551,2016-12-02 00:00:00,"16,33"
4550,2016-12-05 00:00:00,"16,26"
4549,2016-12-06 00:00:00,"16,16"
4548,2016-12-07 00:00:00,"16,27"
4547,2016-12-12 00:00:00,"16,31"
4546,2016-12-13 00:00:00,"16,34"
4545,2016-12-14 00:00:00,"16,41"
4544,2016-12-15 00:00:00,"16,63"
4543,2016-12-16 00:00:00,"16,66"
4542,2016-12-19 00:00:00,"16,71"
4541,2016-12-20 00:00:00,"16,55"
4540,2016-12-21 00:00:00,"16,55"
4539,2016-12-22 00:00:00,"16,62"
4538,2016-12-23 00:00:00,"16,63"
4537,2016-12-26 00:00:00,"16,83"
4536,2016-12-27 00:00:00,"16,74"
4535,2016-12-28 00:00:00,"16,77"
4534,2016-12-29 00:00:00,"16,92"
4533,2016-12-30 00:00:00,"16,84"
4532,2017-01-02 00:00:00,"16,96"
4531,2017-01-03 00:00:00,"17,09"
4530,2017-01-04 00:00:00,"16,94"
4529,2017-01-05 00:00:00,"16,84"
4528,2017-01-06 00:00:00,"16,84"
4527,2017-01-09 00:00:00,"16,85"
4526,2017-01-10 00:00:00,"16,83"
4525,2017-01-11 00:00:00,"16,77"
4524,2017-01-12 00:00:00,"16,80"
4523,2017-01-13 00:00:00,"16,77"
4522,2017-01-16 00:00:00,"16,79"
4521,2017-01-17 00:00:00,"16,83"
4520,2017-01-18 00:00:00,"16,85"
4519,2017-01-19 00:00:00,"16,87"
4518,2017-01-20 00:00:00,"16,84"
4517,2017-01-23 00:00:00,"16,85"
4516,2017-01-24 00:00:00,"16,84"
4515,2017-01-25 00:00:00,"16,83"
4514,2017-01-26 00:00:00,"16,77"
4513,2017-01-27 00:00:00,"16,77"
4512,2017-01-30 00:00:00,"16,67"
4511,2017-01-31 00:00:00,"16,62"
4510,2017-02-01 00:00:00,"16,59"
4509,2017-02-02 00:00:00,"16,48"
4508,2017-02-03 00:00:00,"16,45"
4507,2017-02-06 00:00:00,"16,45"
4506,2017-02-07 00:00:00,"16,46"
4505,2017-02-08 00:00:00,"16,45"
4504,2017-02-09 00:00:00,"16,41"
4503,2017-02-10 00:00:00,"16,41"
4502,2017-02-13 00:00:00,"16,42"
4501,2017-02-14 00:00:00,"16,38"
4500,2017-02-15 00:00:00,"16,30"
4499,2017-02-16 00:00:00,"16,26"
4498,2017-02-17 00:00:00,"16,45"
4497,2017-02-20 00:00:00,"16,46"
4496,2017-02-21 00:00:00,"16,40"
4495,2017-02-22 00:00:00,"16,33"
4494,2017-02-23 00:00:00,"16,23"
4493,2017-02-24 00:00:00,"16,26"
4492,2017-03-01 00:00:00,"16,21"
4491,2017-03-02 00:00:00,"16,00"
4490,2017-03-03 00:00:00,"16,05"
4489,2017-03-06 00:00:00,"16,08"
4488,2017-03-07 00:00:00,"16,06"
4487,2017-03-08 00:00:00,"16,00"
4486,2017-03-09 00:00:00,"16,00"
4485,2017-03-10 00:00:00,"16,02"
4484,2017-03-13 00:00:00,"16,05"
4483,2017-03-14 00:00:00,"16,05"
4482,2017-03-15 00:00:00,"16,04"
4481,2017-03-16 00:00:00,"16,02"
4480,2017-03-17 00:00:00,"16,05"
4479,2017-03-20 00:00:00,"16,17"
4478,2017-03-21 00:00:00,"16,10"
4477,2017-03-22 00:00:00,"16,05"
4476,2017-03-23 00:00:00,"16,06"
4475,2017-03-27 00:00:00,"16,09"
4474,2017-03-28 00:00:00,"16,05"
4473,2017-03-29 00:00:00,"15,88"
4472,2017-03-30 00:00:00,"15,87"
4471,2017-03-31 00:00:00,"15,96"
4470,2017-04-03 00:00:00,"15,96"
4469,2017-04-04 00:00:00,"15,86"
